Time (s),PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,TOTAL_FORCE_X,TOTAL_FORCE_Y,TOTAL_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z
"                 555",-4.155183236753e+01,-2.079824432550e+02,5.384371819381e+00,-4.349069428687e+01,-2.077271840539e+02,5.380466261138e+00,-1.938861919345e+00,2.552592010679e-01,-3.905558242532e-03
"                 556",-4.154141253138e+01,-2.079729598284e+02,5.364534429286e+00,-4.348023900266e+01,-2.077176045904e+02,5.360422243498e+00,-1.938826471279e+00,2.553552379979e-01,-4.112185788128e-03
"                 557",-4.152714279635e+01,-2.079571736907e+02,5.363445894845e+00,-4.346594273242e+01,-2.077017321776e+02,5.359085386659e+00,-1.938799936067e+00,2.554415131317e-01,-4.360508186288e-03
"                 558",-4.150839645718e+01,-2.079366167149e+02,5.388919936422e+00,-4.344724286280e+01,-2.076810981011e+02,5.384297140579e+00,-1.938846405621e+00,2.555186138007e-01,-4.622795843113e-03
"                 559",-4.148255730288e+01,-2.079080625587e+02,5.442361299662e+00,-4.342140335089e+01,-2.076524920095e+02,5.437571374181e+00,-1.938846048010e+00,2.555705492268e-01,-4.789925481141e-03
"                 560",-4.145228873653e+01,-2.078769222640e+02,5.517255673030e+00,-4.339114660559e+01,-2.076213346582e+02,5.512142516231e+00,-1.938857869058e+00,2.555876057290e-01,-5.113156799646e-03
"                 561",-4.142092597612e+01,-2.078535089586e+02,5.603762727097e+00,-4.335977389153e+01,-2.075978841958e+02,5.598451801627e+00,-1.938847915410e+00,2.556247627064e-01,-5.310925470673e-03
"                 562",-4.139171495826e+01,-2.078478767420e+02,5.690926711893e+00,-4.333055754592e+01,-2.075921979270e+02,5.685508890385e+00,-1.938842587655e+00,2.556788150030e-01,-5.417821507326e-03
"                 563",-4.136423393130e+01,-2.078584929998e+02,5.771964046789e+00,-4.330318295698e+01,-2.076026967571e+02,5.766471100735e+00,-1.938949025673e+00,2.557962427098e-01,-5.492946053691e-03
"                 564",-4.134222714800e+01,-2.078933881055e+02,5.846523828070e+00,-4.328131059746e+01,-2.076374893543e+02,5.840942449789e+00,-1.939083449467e+00,2.558987511757e-01,-5.581378280903e-03
"                 565",-4.133035843632e+01,-2.079614706611e+02,5.907984776341e+00,-4.326968072417e+01,-2.077055135882e+02,5.902348749041e+00,-1.939322287850e+00,2.559570729260e-01,-5.636027300055e-03
"                 566",-4.132567710041e+01,-2.080578300819e+02,5.952168172752e+00,-4.326511513478e+01,-2.078016380292e+02,5.946514731558e+00,-1.939438034373e+00,2.561920527065e-01,-5.653441193954e-03
"                 567",-4.132438486727e+01,-2.081732267975e+02,5.978643545988e+00,-4.326403588288e+01,-2.079168599902e+02,5.973037886273e+00,-1.939651015615e+00,2.563668072415e-01,-5.605659715056e-03
"                 568",-4.132428686171e+01,-2.082897211070e+02,5.985532774319e+00,-4.326421069493e+01,-2.080331513455e+02,5.979999112732e+00,-1.939923833221e+00,2.565697614956e-01,-5.533661587451e-03
"                 569",-4.132874799707e+01,-2.084078478251e+02,5.975105588883e+00,-4.326875977168e+01,-2.081510898121e+02,5.969736726454e+00,-1.940011774609e+00,2.567580130015e-01,-5.368862429107e-03
"                 570",-4.134130230856e+01,-2.085290496073e+02,5.947293764665e+00,-4.328177515518e+01,-2.082720792555e+02,5.942072581463e+00,-1.940472846622e+00,2.569703517483e-01,-5.221183201976e-03
"                 571",-4.136149095821e+01,-2.086531622600e+02,5.901642663447e+00,-4.330219953405e+01,-2.083960322552e+02,5.896549036183e+00,-1.940708575837e+00,2.571300048169e-01,-5.093627263406e-03
"                 572",-4.139292460743e+01,-2.087845272645e+02,5.835782290305e+00,-4.333392116311e+01,-2.085272295293e+02,5.830930442316e+00,-1.940996555675e+00,2.572977351737e-01,-4.851847988729e-03
"                 573",-4.143470936733e+01,-2.089233762424e+02,5.755392787898e+00,-4.337587968963e+01,-2.086659650639e+02,5.750734542317e+00,-1.941170322297e+00,2.574111785619e-01,-4.658245580371e-03
"                 574",-4.148077771216e+01,-2.090555313468e+02,5.667249621788e+00,-4.342212030815e+01,-2.087980457581e+02,5.662772437829e+00,-1.941342595997e+00,2.574855886861e-01,-4.477183958595e-03
"                 575",-4.152635700134e+01,-2.091823837532e+02,5.581535631457e+00,-4.346782007901e+01,-2.089248291228e+02,5.577181099764e+00,-1.941463077674e+00,2.575546304059e-01,-4.354531692962e-03
"                 576",-4.156597878105e+01,-2.092904189274e+02,5.505178034564e+00,-4.350755623094e+01,-2.090328148864e+02,5.500910339997e+00,-1.941577449889e+00,2.576040410637e-01,-4.267694567699e-03
"                 577",-4.159803138483e+01,-2.093768478189e+02,5.442210546658e+00,-4.353969580529e+01,-2.091192207337e+02,5.437974441537e+00,-1.941664420454e+00,2.576270851697e-01,-4.236105120745e-03
"                 578",-4.162054335866e+01,-2.094262794001e+02,5.394279588891e+00,-4.356226246118e+01,-2.091686524794e+02,5.390010833926e+00,-1.941719102518e+00,2.576269207134e-01,-4.268754965024e-03
"                 579",-4.163484242536e+01,-2.094374019599e+02,5.363937717479e+00,-4.357662698826e+01,-2.091797876978e+02,5.359581046796e+00,-1.941784562900e+00,2.576142620677e-01,-4.356670683602e-03
"                 580",-4.164300821321e+01,-2.094212179634e+02,5.350693637696e+00,-4.358486679066e+01,-2.091636449848e+02,5.346187164622e+00,-1.941858577445e+00,2.575729786310e-01,-4.506473073737e-03
"                 581",-4.164582327646e+01,-2.093923556727e+02,5.354118464350e+00,-4.358775543645e+01,-2.091347956169e+02,5.349439945492e+00,-1.941932159992e+00,2.575600558082e-01,-4.678518858011e-03
"                 582",-4.164019251663e+01,-2.093475709671e+02,5.373419292816e+00,-4.358224004811e+01,-2.090900266868e+02,5.368532127027e+00,-1.942047531482e+00,2.575442802785e-01,-4.887165789179e-03
"                 583",-4.162543520824e+01,-2.092795194969e+02,5.404395118172e+00,-4.356752770981e+01,-2.090220021528e+02,5.399305552572e+00,-1.942092501571e+00,2.575173440723e-01,-5.089565600217e-03
"                 584",-4.160311902996e+01,-2.091872918113e+02,5.446184119164e+00,-4.354531080533e+01,-2.089297695845e+02,5.440913298571e+00,-1.942191775372e+00,2.575222268163e-01,-5.270820593784e-03
"                 585",-4.157988689921e+01,-2.090959833306e+02,5.501365301604e+00,-4.352218292634e+01,-2.088384529918e+02,5.495957888259e+00,-1.942296027124e+00,2.575303388494e-01,-5.407413344928e-03
"                 586",-4.155908283529e+01,-2.090176879643e+02,5.566196893711e+00,-4.350151576087e+01,-2.087601285670e+02,5.560687857612e+00,-1.942432925585e+00,2.575593973232e-01,-5.509036098646e-03
"                 587",-4.153919369122e+01,-2.089430153572e+02,5.630591620744e+00,-4.348182636661e+01,-2.086853694256e+02,5.625014589511e+00,-1.942632675387e+00,2.576459316519e-01,-5.577031232410e-03
"                 588",-4.151992849250e+01,-2.088704830049e+02,5.685947491716e+00,-4.346279293529e+01,-2.086127263524e+02,5.680289939533e+00,-1.942864442783e+00,2.577566525546e-01,-5.657552182646e-03
"                 589",-4.149882641165e+01,-2.088035892399e+02,5.729390027841e+00,-4.344195295409e+01,-2.085456993063e+02,5.723702192981e+00,-1.943126542440e+00,2.578899336184e-01,-5.687834860305e-03
"                 590",-4.148214854854e+01,-2.087634811242e+02,5.766447463472e+00,-4.342546490318e+01,-2.085054704681e+02,5.760802221708e+00,-1.943316354645e+00,2.580106561549e-01,-5.645241764564e-03
"                 591",-4.147230634030e+01,-2.087559162604e+02,5.802076877109e+00,-4.341602478215e+01,-2.084977467204e+02,5.796486733613e+00,-1.943718441844e+00,2.581695399760e-01,-5.590143495786e-03
"                 592",-4.147169976621e+01,-2.087813228437e+02,5.836109069426e+00,-4.341584397453e+01,-2.085229987801e+02,5.830620710884e+00,-1.944144208319e+00,2.583240635963e-01,-5.488358541827e-03
"                 593",-4.147560196786e+01,-2.088273626746e+02,5.864644991231e+00,-4.342014221172e+01,-2.085689027521e+02,5.859322803198e+00,-1.944540243860e+00,2.584599224033e-01,-5.322188032800e-03
"                 594",-4.147862278189e+01,-2.088854900381e+02,5.883358931786e+00,-4.342353363100e+01,-2.086269140901e+02,5.878283415845e+00,-1.944910849107e+00,2.585759480002e-01,-5.075515940291e-03
"                 595",-4.147732435096e+01,-2.089535432037e+02,5.891494995723e+00,-4.342245173861e+01,-2.086948989601e+02,5.886667985779e+00,-1.945127387648e+00,2.586442436965e-01,-4.827009943800e-03
"                 596",-4.148070920202e+01,-2.090552458838e+02,5.888664494149e+00,-4.342617234162e+01,-2.087965448224e+02,5.884065478866e+00,-1.945463139602e+00,2.587010614421e-01,-4.599015283099e-03
"                 597",-4.149577071935e+01,-2.092035836135e+02,5.876616286437e+00,-4.344143395905e+01,-2.089448196151e+02,5.872246299975e+00,-1.945663239703e+00,2.587639984364e-01,-4.369986462389e-03
"                 598",-4.152260879068e+01,-2.093988576540e+02,5.860105392387e+00,-4.346835276893e+01,-2.091400614289e+02,5.855940227945e+00,-1.945743978254e+00,2.587962250614e-01,-4.165164441986e-03
"                 599",-4.154820502660e+01,-2.096029292700e+02,5.834327178772e+00,-4.349394794544e+01,-2.093441302171e+02,5.830312634556e+00,-1.945742918840e+00,2.587990528882e-01,-4.014544216198e-03
"                 600",-4.156566120518e+01,-2.097904116423e+02,5.798820670993e+00,-4.351131971246e+01,-2.095316393385e+02,5.794913624805e+00,-1.945658507277e+00,2.587723037999e-01,-3.907046188093e-03
"                 601",-4.157474252461e+01,-2.099443895516e+02,5.758727926414e+00,-4.352037818458e+01,-2.096856690604e+02,5.754870237147e+00,-1.945635659963e+00,2.587204912194e-01,-3.857689266989e-03
"                 602",-4.157759941835e+01,-2.100531471424e+02,5.720825563022e+00,-4.352312379860e+01,-2.097944978706e+02,5.716954645040e+00,-1.945524380258e+00,2.586492718112e-01,-3.870917981655e-03
"                 603",-4.157830011819e+01,-2.101297496752e+02,5.689756070807e+00,-4.352376360167e+01,-2.098711881838e+02,5.685784418906e+00,-1.945463483482e+00,2.585614913824e-01,-3.971651901059e-03
"                 604",-4.157743432486e+01,-2.101903846459e+02,5.662409854249e+00,-4.352283854267e+01,-2.099319052651e+02,5.658295624271e+00,-1.945404217811e+00,2.584793807528e-01,-4.114229978588e-03
"                 605",-4.157238111411e+01,-2.102310289341e+02,5.637245988953e+00,-4.351774949354e+01,-2.099726581162e+02,5.632960864621e+00,-1.945368379429e+00,2.583708179125e-01,-4.285124331960e-03
"                 606",-4.155868042948e+01,-2.102358126634e+02,5.612572319639e+00,-4.350390085799e+01,-2.099775343551e+02,5.608086366826e+00,-1.945220428512e+00,2.582783083287e-01,-4.485952813605e-03
"                 607",-4.154137371982e+01,-2.102079007376e+02,5.586850131435e+00,-4.348650314301e+01,-2.099497015617e+02,5.582168111518e+00,-1.945129423188e+00,2.581991759751e-01,-4.682019916822e-03
"                 608",-4.152406631330e+01,-2.101501593360e+02,5.559358924118e+00,-4.346917572063e+01,-2.098920268022e+02,5.554500260199e+00,-1.945109407323e+00,2.581325337902e-01,-4.858663918546e-03
"                 609",-4.150873604994e+01,-2.100793479641e+02,5.535686315760e+00,-4.345383145781e+01,-2.098212480551e+02,5.530700254625e+00,-1.945095407867e+00,2.580999089847e-01,-4.986061134841e-03
"                 610",-4.149872723024e+01,-2.100106164829e+02,5.525408332623e+00,-4.344387221965e+01,-2.097525382673e+02,5.520327231750e+00,-1.945144989411e+00,2.580782156080e-01,-5.081100873008e-03
"                 611",-4.149430752867e+01,-2.099470471396e+02,5.528332273545e+00,-4.343960240584e+01,-2.096889123977e+02,5.523175472014e+00,-1.945294877165e+00,2.581347418946e-01,-5.156801530627e-03
"                 612",-4.148926166055e+01,-2.098806474930e+02,5.536086835700e+00,-4.343485295228e+01,-2.096224372774e+02,5.530875254856e+00,-1.945591291733e+00,2.582102156283e-01,-5.211580844168e-03
"                 613",-4.147761196797e+01,-2.098036185444e+02,5.543478552471e+00,-4.342336237331e+01,-2.095453603678e+02,5.538242150026e+00,-1.945750405341e+00,2.582581766167e-01,-5.236402445777e-03
"                 614",-4.146121529324e+01,-2.097268895115e+02,5.553103082892e+00,-4.340725231786e+01,-2.094685699436e+02,5.547896508718e+00,-1.946037024624e+00,2.583195678600e-01,-5.206574174872e-03
"                 615",-4.144303337888e+01,-2.096496618548e+02,5.568793671888e+00,-4.338935603971e+01,-2.093912729384e+02,5.563667370868e+00,-1.946322660822e+00,2.583889163976e-01,-5.126301019494e-03
"                 616",-4.142792226041e+01,-2.095761181046e+02,5.593879756451e+00,-4.337457265921e+01,-2.093176738509e+02,5.588869152339e+00,-1.946650398801e+00,2.584442537467e-01,-5.010604112583e-03
"                 617",-4.141905810437e+01,-2.095134826504e+02,5.623537107057e+00,-4.336601255687e+01,-2.092549668656e+02,5.618696984392e+00,-1.946954452493e+00,2.585157847996e-01,-4.840122664617e-03
"                 618",-4.141273365884e+01,-2.094571434438e+02,5.650747259345e+00,-4.335995880469e+01,-2.091985460536e+02,5.646091369576e+00,-1.947225145852e+00,2.585973902175e-01,-4.655889768599e-03
"                 619",-4.140216294633e+01,-2.093991397334e+02,5.675079705276e+00,-4.334963126596e+01,-2.091404498562e+02,5.670652470220e+00,-1.947468319624e+00,2.586898771725e-01,-4.427235056170e-03
"                 620",-4.138805390975e+01,-2.093474360847e+02,5.697905271901e+00,-4.333571983948e+01,-2.090886570402e+02,5.693683803775e+00,-1.947665929733e+00,2.587790444943e-01,-4.221468125923e-03
"                 621",-4.137059771086e+01,-2.093130836935e+02,5.720390894926e+00,-4.331844359888e+01,-2.090541956735e+02,5.716346092019e+00,-1.947845888021e+00,2.588880199570e-01,-4.044802907004e-03
"                 622",-4.135531841018e+01,-2.093017144121e+02,5.739684054334e+00,-4.330329292735e+01,-2.090426833363e+02,5.735818724839e+00,-1.947974517168e+00,2.590310758504e-01,-3.865329494048e-03
"                 623",-4.134802312216e+01,-2.093205111432e+02,5.752129652621e+00,-4.329594787526e+01,-2.090613794938e+02,5.748301930040e+00,-1.947924753099e+00,2.591316494247e-01,-3.827722581037e-03
"                 624",-4.134972402700e+01,-2.093592783675e+02,5.751400839558e+00,-4.329755123701e+01,-2.091000435438e+02,5.747593409874e+00,-1.947827210008e+00,2.592348237980e-01,-3.807429684434e-03
"                 625",-4.136089046588e+01,-2.094081275334e+02,5.736958682849e+00,-4.330858779160e+01,-2.091487801696e+02,5.733109860423e+00,-1.947697325717e+00,2.593473638565e-01,-3.848822426535e-03
"                 626",-4.137674168271e+01,-2.094471990501e+02,5.708843440641e+00,-4.332429474947e+01,-2.091877386266e+02,5.704896774540e+00,-1.947553066764e+00,2.594604235262e-01,-3.946666100527e-03
"                 627",-4.138748683365e+01,-2.094489913208e+02,5.673662239571e+00,-4.333486468495e+01,-2.091894133834e+02,5.669572248868e+00,-1.947377851303e+00,2.595779374481e-01,-4.089990703107e-03
"                 628",-4.139443431666e+01,-2.094295241980e+02,5.638980519827e+00,-4.334173011969e+01,-2.091698967241e+02,5.634766635281e+00,-1.947295803025e+00,2.596274738372e-01,-4.213884546176e-03
"                 629",-4.140172403039e+01,-2.094069132895e+02,5.602284347195e+00,-4.334884720829e+01,-2.091472301138e+02,5.597920163826e+00,-1.947123177905e+00,2.596831756598e-01,-4.364183368652e-03
"                 630",-4.140772315546e+01,-2.093777768053e+02,5.562779579951e+00,-4.335463612983e+01,-2.091180711370e+02,5.558206444848e+00,-1.946912974372e+00,2.597056682686e-01,-4.573135102536e-03
"                 631",-4.141220625995e+01,-2.093295681759e+02,5.521502230310e+00,-4.335887206305e+01,-2.090698660523e+02,5.516722533974e+00,-1.946665803101e+00,2.597021236352e-01,-4.779696335276e-03
"                 632",-4.141256794896e+01,-2.092603381802e+02,5.478521959142e+00,-4.335902005760e+01,-2.090006316255e+02,5.473560960453e+00,-1.946452108635e+00,2.597065547583e-01,-4.960998689251e-03
"                 633",-4.140856085862e+01,-2.091791178019e+02,5.429408233786e+00,-4.335471774041e+01,-2.089194678293e+02,5.424289898644e+00,-1.946156881795e+00,2.596499726275e-01,-5.118335141811e-03
"                 634",-4.140510265748e+01,-2.091004144641e+02,5.380323601719e+00,-4.335110890131e+01,-2.088408205905e+02,5.375075644941e+00,-1.946006243833e+00,2.595938735988e-01,-5.247956778147e-03
"                 635",-4.139977021606e+01,-2.090254391125e+02,5.345157764381e+00,-4.334573214518e+01,-2.087659162048e+02,5.339795936566e+00,-1.945961929117e+00,2.595229076504e-01,-5.361827814958e-03
"                 636",-4.139425219737e+01,-2.089671685104e+02,5.332805134377e+00,-4.334012183838e+01,-2.087076808734e+02,5.327378050346e+00,-1.945869641013e+00,2.594876370138e-01,-5.427084030855e-03
"                 637",-4.138825860190e+01,-2.089315809642e+02,5.343702278799e+00,-4.333431803182e+01,-2.086721517306e+02,5.338251104741e+00,-1.946059429920e+00,2.594292336220e-01,-5.451174057720e-03
"                 638",-4.137669126838e+01,-2.089105847740e+02,5.372484757695e+00,-4.332298707786e+01,-2.086511712880e+02,5.367089893531e+00,-1.946295809484e+00,2.594134859706e-01,-5.394864163712e-03
"                 639",-4.136101254003e+01,-2.089021061303e+02,5.417672380786e+00,-4.330755117127e+01,-2.086426998964e+02,5.412385621475e+00,-1.946538631230e+00,2.594062338619e-01,-5.286759311149e-03
"                 640",-4.134686470898e+01,-2.089196589596e+02,5.483281063084e+00,-4.329367521332e+01,-2.086602228868e+02,5.478177787696e+00,-1.946810504341e+00,2.594360727751e-01,-5.103275387901e-03
"                 641",-4.133343120938e+01,-2.089498712400e+02,5.566506577860e+00,-4.328049092581e+01,-2.086903914086e+02,5.561650806449e+00,-1.947059716430e+00,2.594798314132e-01,-4.855771411229e-03
"                 642",-4.131856458662e+01,-2.089841764365e+02,5.661352509613e+00,-4.326586781921e+01,-2.087246180559e+02,5.656775742510e+00,-1.947303232584e+00,2.595583805678e-01,-4.576767103426e-03
"                 643",-4.130752194311e+01,-2.090371292284e+02,5.760753050344e+00,-4.325502678955e+01,-2.087774925755e+02,5.756461227392e+00,-1.947504846445e+00,2.596366528995e-01,-4.291822951606e-03
"                 644",-4.130377767965e+01,-2.091213120788e+02,5.854820569689e+00,-4.325146107722e+01,-2.088615704448e+02,5.850808121492e+00,-1.947683397568e+00,2.597416339808e-01,-4.012448197412e-03
"                 645",-4.130766448074e+01,-2.092374819429e+02,5.940225062981e+00,-4.325548549038e+01,-2.089776760994e+02,5.936439254204e+00,-1.947821009635e+00,2.598058435301e-01,-3.785808777395e-03
"                 646",-4.132246670117e+01,-2.094052964234e+02,6.017334133608e+00,-4.327035851849e+01,-2.091454215635e+02,6.013718938844e+00,-1.947891817322e+00,2.598748599204e-01,-3.615194763327e-03
"                 647",-4.134853342762e+01,-2.096212150958e+02,6.081511417667e+00,-4.329638426659e+01,-2.093612648734e+02,6.078005901400e+00,-1.947850838966e+00,2.599502223556e-01,-3.505516266787e-03
"                 648",-4.138421213525e+01,-2.098625918814e+02,6.125573073002e+00,-4.333192748940e+01,-2.096026108911e+02,6.122084994498e+00,-1.947715354142e+00,2.599809902797e-01,-3.488078503823e-03
"                 649",-4.142265122613e+01,-2.100847384630e+02,6.144874039039e+00,-4.337014919120e+01,-2.098247693189e+02,6.141319701586e+00,-1.947497965072e+00,2.599691440055e-01,-3.554337452953e-03
"                 650",-4.146292177514e+01,-2.102795429623e+02,6.137420242432e+00,-4.341018020483e+01,-2.100196271706e+02,6.133729061190e+00,-1.947258429688e+00,2.599157916285e-01,-3.691181241610e-03
"                 651",-4.150299826601e+01,-2.104551757885e+02,6.101414566440e+00,-4.345001414021e+01,-2.101953777479e+02,6.097515717207e+00,-1.947015874197e+00,2.597980406434e-01,-3.898849232953e-03
"                 652",-4.154564419216e+01,-2.106353339134e+02,6.047449248258e+00,-4.349239961791e+01,-2.103756856238e+02,6.043350721255e+00,-1.946755425748e+00,2.596482896023e-01,-4.098527002943e-03
"                 653",-4.158515539289e+01,-2.108053461345e+02,5.980476260854e+00,-4.353157053558e+01,-2.105459056542e+02,5.976155068686e+00,-1.946415142689e+00,2.594404803015e-01,-4.321192168073e-03
"                 654",-4.161672761462e+01,-2.109444860196e+02,5.900578819074e+00,-4.356279079223e+01,-2.106852884594e+02,5.896038514738e+00,-1.946063177618e+00,2.591975602270e-01,-4.540304335908e-03
"                 655",-4.164070107393e+01,-2.110452505003e+02,5.811234278145e+00,-4.358640512590e+01,-2.107863355721e+02,5.806486588323e+00,-1.945704051962e+00,2.589149281570e-01,-4.747689821262e-03
"                 656",-4.165904236138e+01,-2.111128988776e+02,5.714611479275e+00,-4.360441802532e+01,-2.108542860162e+02,5.709696694664e+00,-1.945375663943e+00,2.586128614411e-01,-4.914784611046e-03
"                 657",-4.167082984519e+01,-2.111509189410e+02,5.614832271306e+00,-4.361587298960e+01,-2.108926893654e+02,5.609825022287e+00,-1.945043144410e+00,2.582295755921e-01,-5.007249018516e-03
"                 658",-4.167555967596e+01,-2.111535805653e+02,5.517839943938e+00,-4.362035944001e+01,-2.108956538764e+02,5.512716456033e+00,-1.944799764053e+00,2.579266889338e-01,-5.123487905733e-03
"                 659",-4.167454936683e+01,-2.111271026090e+02,5.435404514618e+00,-4.361919793159e+01,-2.108695116899e+02,5.430162555805e+00,-1.944648564763e+00,2.575909190511e-01,-5.241958813163e-03
"                 660",-4.166604493314e+01,-2.110716993844e+02,5.377461835838e+00,-4.361062893602e+01,-2.108144333303e+02,5.372161862405e+00,-1.944584002880e+00,2.572660540972e-01,-5.299973433355e-03
"                 661",-4.164622243753e+01,-2.109837407827e+02,5.349250479499e+00,-4.359090167477e+01,-2.107267359612e+02,5.343929609057e+00,-1.944679237247e+00,2.570048214555e-01,-5.320870442301e-03
"                 662",-4.162021379427e+01,-2.108777599596e+02,5.351937054059e+00,-4.356505865652e+01,-2.106209998790e+02,5.346673604198e+00,-1.944844862247e+00,2.567600805777e-01,-5.263449860337e-03
"                 663",-4.158808257215e+01,-2.107501277775e+02,5.382346709475e+00,-4.353325920885e+01,-2.104936050838e+02,5.377174580469e+00,-1.945176636698e+00,2.565226936295e-01,-5.172129005425e-03
"                 664",-4.154932586225e+01,-2.106021718613e+02,5.440328852310e+00,-4.349475758844e+01,-2.103458036200e+02,5.435289839843e+00,-1.945431726187e+00,2.563682412451e-01,-5.039012467038e-03
"                 665",-4.150651290203e+01,-2.104435430635e+02,5.521427676668e+00,-4.345223365922e+01,-2.101872077871e+02,5.516589234757e+00,-1.945720757192e+00,2.563352764017e-01,-4.838441910799e-03
"                 666",-4.146188424124e+01,-2.102857223607e+02,5.616561293683e+00,-4.340798204182e+01,-2.100294122257e+02,5.611946864380e+00,-1.946097800584e+00,2.563101350437e-01,-4.614429302418e-03
"                 667",-4.141862427751e+01,-2.101430145608e+02,5.715393239744e+00,-4.336504167680e+01,-2.098867163655e+02,5.711016824288e+00,-1.946417399289e+00,2.562981952979e-01,-4.376415456945e-03
"                 668",-4.138502392921e+01,-2.100384779356e+02,5.811011056543e+00,-4.333174669274e+01,-2.097821146150e+02,5.806844092661e+00,-1.946722763529e+00,2.563633206260e-01,-4.166963882076e-03
"                 669",-4.136798320108e+01,-2.099935766857e+02,5.897942710251e+00,-4.331498740331e+01,-2.097371220668e+02,5.893932645289e+00,-1.947004202238e+00,2.564546189659e-01,-4.010064962603e-03
"                 670",-4.136553934647e+01,-2.100070443617e+02,5.971236407776e+00,-4.331274618146e+01,-2.097504761453e+02,5.967352218491e+00,-1.947206834989e+00,2.565682164619e-01,-3.884189285407e-03
"                 671",-4.136912105684e+01,-2.100586007297e+02,6.030417816313e+00,-4.331654929055e+01,-2.098019013870e+02,6.026598660804e+00,-1.947428233706e+00,2.566993427636e-01,-3.819155508290e-03
"                 672",-4.137256739275e+01,-2.101292238860e+02,6.073238869613e+00,-4.332013257781e+01,-2.098724050886e+02,6.069416249507e+00,-1.947565185062e+00,2.568187973789e-01,-3.822620105773e-03
"                 673",-4.137893761003e+01,-2.102110637144e+02,6.095753831034e+00,-4.332661359811e+01,-2.099541354724e+02,6.091867787523e+00,-1.947675988072e+00,2.569282419416e-01,-3.886043511061e-03
"                 674",-4.139226583861e+01,-2.102968979061e+02,6.093049010569e+00,-4.334001632735e+01,-2.100398520025e+02,6.089098002898e+00,-1.947750488742e+00,2.570459036248e-01,-3.951007671787e-03
